Start Date;End Date;Portfolio name;Currency;Campaign Name;Ad Group Name;Targeting;Match Type;Customer Search Term;Impressions;Clicks;Click-Thru Rate (CTR);Cost Per Click (CPC);Spend;7 Day Total Sales ;Total Advertising Cost of Sales (ACoS) ;Total Return on Advertising Spend (RoAS);7 Day Total Orders (#);7 Day Total Units (#);7 Day Conversion Rate;7 Day Advertised SKU Units (#);7 Day Other SKU Units (#);7 Day Advertised SKU Sales ;7 Day Other SKU Sales 
2019-10-29;2019-10-29;Not grouped;EUR;Lazy Zola Launch;Toothbrush;bambus zahnbürste;BROAD;zahnburste bambus;18;1;5,5556%;€ 0,68;€ 0,68;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-10-21;2019-10-21;Not grouped;EUR;Lazy Zola Launch;Toothbrush;bambus zahnbürste;EXACT;bambus zahnbürsten;127;1;0,7874%;€ 0,39;€ 0,39;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-10-30;2019-10-30;Not grouped;EUR;Lazy Zola Launch;Toothbrush;holz zahnbürste;BROAD;zahnbürste holz;44;1;2,2727%;€ 0,46;€ 0,46;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-10-30;2019-10-30;Not grouped;EUR;Lazy Zola Launch;Toothbrush;holz zahnbürste;BROAD;zahnbürsten holz weic;1;1;100,0000%;€ 0,45;€ 0,45;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-10-21;2019-10-21;Not grouped;EUR;Lazy Zola Launch;Toothbrush;holz zahnbürste;PHRASE;extra weiche holz zahnbürste;1;1;100,0000%;€ 0,61;€ 0,61;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-10-29;2019-10-29;Not grouped;EUR;Lazy Zola Launch;Toothbrush;nachhaltig zahnburst;EXACT;nachhaltige zahnbürste;1;1;100,0000%;€ 0,27;€ 0,27;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-10-29;2019-10-29;Not grouped;EUR;Lazy Zola Launch;Toothbrush;bambus zahnburst;EXACT;bambus zahnbürste;25;1;4,0000%;€ 0,63;€ 0,63;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-10-22;2019-10-30;Not grouped;EUR;Lazy Zola Launch;Toothbrush;bambus zahnburst;EXACT;bambus zahnbürsten;1074;3;0,2793%;€ 0,76;€ 2,27;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-01;2019-11-01;Not grouped;EUR;Lazy Zola Launch;Toothbrush;nachhaltig;EXACT;nachhaltig;24;1;4,1667%;€ 0,13;€ 0,13;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-01;2019-11-01;Not grouped;EUR;Lazy Zola Launch;Toothbrush;bambus zahnbürsten;PHRASE;bambus zahnbürsten soft;2;1;50,0000%;€ 0,68;€ 0,68;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-01;2019-11-01;Not grouped;EUR;Lazy Zola Launch;Toothbrush;zahnburst holz;PHRASE;zahnbürsten holz etui;1;1;100,0000%;€ 0,72;€ 0,72;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-27;2019-11-27;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;amazon zahnbürste bambus;1;1;100,0000%;€ 0,59;€ 0,59;€ 5,87;10,0511%;9,95;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-12-12;2019-12-12;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;baby zahnbürste bambus;2;1;50,0000%;€ 0,37;€ 0,37;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-13;2019-12-13;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;bambus viskose zahnbürste;1;1;100,0000%;€ 0,66;€ 0,66;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-20;2019-11-20;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;bambus zahnbürste soft;2;1;50,0000%;€ 0,99;€ 0,99;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-18;2019-11-18;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;bambus zahnbürsten box;21;1;4,7619%;€ 0,86;€ 0,86;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;bambus zahnbürsten hart;12;1;8,3333%;€ 1,00;€ 1,00;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-18;2019-11-19;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;bambus zahnbürsten weich;41;3;7,3171%;€ 0,80;€ 2,39;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-10;2019-11-10;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;colgate zahnbürsten bambus;1;1;100,0000%;€ 0,43;€ 0,43;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-23;2019-11-23;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;elektrische zahnbürste bambus;2;1;50,0000%;€ 0,71;€ 0,71;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;hydrophil bambus zahnbürste;3;1;33,3333%;€ 0,65;€ 0,65;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-26;2019-11-26;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;tepe zahnbürsten bambus;1;1;100,0000%;€ 0,65;€ 0,65;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-13;2019-11-20;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnburste bambus;61;2;3,2787%;€ 0,91;€ 1,81;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-09;2019-11-27;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus;502;15;2,9880%;€ 0,87;€ 13,07;€ 39,42;33,1558%;3,02;5;6;33,3333%;6;0;€ 39,42;€ 0,00
2019-11-14;2019-11-14;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus 10 pack;1;1;100,0000%;€ 0,64;€ 0,64;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-11;2019-11-19;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus hart;16;2;12,5000%;€ 0,79;€ 1,57;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-11-17;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus medium;1;1;100,0000%;€ 0,63;€ 0,63;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-21;2019-11-23;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus mittel;108;4;3,7037%;€ 1,01;€ 4,03;€ 5,87;68,6542%;1,46;1;1;25,0000%;1;0;€ 5,87;€ 0,00
2019-11-24;2019-11-24;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus pack bestseller;2;1;50,0000%;€ 0,70;€ 0,70;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-29;2019-11-29;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus reise;2;1;50,0000%;€ 0,62;€ 0,62;€ 5,87;10,5622%;9,47;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-11-11;2019-11-21;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus weich;10;2;20,0000%;€ 0,78;€ 1,56;€ 5,87;26,5758%;3,76;1;1;50,0000%;1;0;€ 5,87;€ 0,00
2019-11-26;2019-11-26;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus weich einzeln;3;1;33,3333%;€ 0,42;€ 0,42;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-20;2019-11-20;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste bambus weich mit erui;2;1;50,0000%;€ 0,92;€ 0,92;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-18;2019-11-18;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürste set bambus;1;1;100,0000%;€ 0,93;€ 0,93;€ 6,71;13,8599%;7,22;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-11-20;2019-11-20;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürsten aus bambus;5;1;20,0000%;€ 0,67;€ 0,67;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-22;2019-11-23;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;BROAD;zahnbürsten bambus;34;2;5,8824%;€ 1,11;€ 2,22;€ 5,87;37,8194%;2,64;1;1;50,0000%;1;0;€ 5,87;€ 0,00
2019-11-12;2019-12-07;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;EXACT;zahnbürste aus holz;19;4;21,0526%;€ 0,55;€ 2,21;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-08;2019-12-09;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;EXACT;zahnbürste holz;856;39;4,5561%;€ 0,61;€ 23,87;€ 41,93;56,9282%;1,76;7;7;17,9487%;7;0;€ 41,93;€ 0,00
2019-11-19;2019-11-28;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;EXACT;zahnbürsten holz;18;2;11,1111%;€ 0,62;€ 1,23;€ 5,87;20,9540%;4,77;1;1;50,0000%;1;0;€ 5,87;€ 0,00
2019-11-14;2019-11-14;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;visco zahnbürste holz;1;1;100,0000%;€ 0,17;€ 0,17;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-19;2019-11-19;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste aus holz mit tierborsten;1;1;100,0000%;€ 0,46;€ 0,46;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-11-17;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz amazon;3;1;33,3333%;€ 0,36;€ 0,36;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-23;2019-11-23;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz bunt;1;1;100,0000%;€ 0,42;€ 0,42;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-28;2019-11-28;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz erwachsen;1;1;100,0000%;€ 0,43;€ 0,43;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-13;2019-11-13;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz feste borsten;1;1;100,0000%;€ 0,73;€ 0,73;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-11-28;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz hart;21;6;28,5714%;€ 0,59;€ 3,51;€ 8,39;41,8355%;2,39;1;1;16,6667%;1;0;€ 8,39;€ 0,00
2019-11-28;2019-11-28;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz hart lazy zola;2;1;50,0000%;€ 0,23;€ 0,23;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-16;2019-11-18;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz harte borsten;3;2;66,6667%;€ 0,55;€ 1,10;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-09;2019-11-09;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz mit naturborsten;2;1;50,0000%;€ 0,79;€ 0,79;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-09;2019-11-09;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz mit silberborsten;1;1;100,0000%;€ 0,33;€ 0,33;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-12-03;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz mittel;29;6;20,6897%;€ 0,59;€ 3,52;€ 19,29;18,2478%;5,48;3;3;50,0000%;3;0;€ 19,29;€ 0,00
2019-11-19;2019-11-21;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz naturborsten;6;3;50,0000%;€ 0,60;€ 1,79;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-09;2019-11-09;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz tiermotiv;1;1;100,0000%;€ 0,31;€ 0,31;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-02;2019-12-02;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz wechsel;1;1;100,0000%;€ 0,52;€ 0,52;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-11;2019-11-24;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;PHRASE;zahnbürste holz weich;6;4;66,6667%;€ 0,65;€ 2,59;€ 6,71;38,5991%;2,59;1;1;25,0000%;1;0;€ 6,71;€ 0,00
2019-11-10;2019-12-05;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;EXACT;bambus zahnbürste;542;14;2,5830%;€ 0,64;€ 8,99;€ 19,29;46,6045%;2,15;3;3;21,4286%;3;0;€ 19,29;€ 0,00
2019-11-08;2019-12-09;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;EXACT;bambus zahnbürsten;11586;55;0,4747%;€ 0,73;€ 40,11;€ 52,43;76,5020%;1,31;8;8;14,5455%;8;0;€ 52,43;€ 0,00
2019-11-22;2019-11-23;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;EXACT;bambus-zahnbürste;64;3;4,6875%;€ 0,71;€ 2,13;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-15;2019-11-15;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz bio zahnbürste;2;1;50,0000%;€ 0,70;€ 0,70;€ 6,71;10,4322%;9,59;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-11-26;2019-12-04;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürste;5;2;40,0000%;€ 0,59;€ 1,18;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-11;2019-11-11;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürste multi pack harte borsten;1;1;100,0000%;€ 0,33;€ 0,33;€ 6,71;4,9180%;20,33;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-12-09;2019-12-09;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürste wechselkopf;1;1;100,0000%;€ 0,54;€ 0,54;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-10;2019-12-09;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten;349;25;7,1633%;€ 0,73;€ 18,21;€ 20,56;88,5700%;1,13;3;3;12,0000%;3;0;€ 20,56;€ 0,00
2019-11-17;2019-12-09;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten hart;4;4;100,0000%;€ 0,68;€ 2,72;€ 6,71;40,5365%;2,47;1;1;25,0000%;1;0;€ 6,71;€ 0,00
2019-11-24;2019-11-24;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten mit wechselkopf;1;1;100,0000%;€ 0,40;€ 0,40;€ 5,87;6,8143%;14,68;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-12-02;2019-12-02;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten mittel;1;1;100,0000%;€ 0,66;€ 0,66;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-06;2019-12-06;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten name;1;1;100,0000%;€ 0,66;€ 0,66;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-08;2019-12-08;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten normal;1;1;100,0000%;€ 0,25;€ 0,25;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-12;2019-11-12;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten selbstreinigend;3;1;33,3333%;€ 0,49;€ 0,49;€ 6,71;7,3025%;13,69;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-12-08;2019-12-08;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;holz zahnbürsten sparpack;5;1;20,0000%;€ 0,60;€ 0,60;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-30;2019-11-30;Not grouped;EUR;Lazy Zola Manual;Broad;zahnbürste holz;BROAD;white holz zahnbürste;1;1;100,0000%;€ 0,69;€ 0,69;€ 5,87;11,7547%;8,51;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-11-21;2019-11-21;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;4er pack bambus zahnbürste;4;1;25,0000%;€ 0,94;€ 0,94;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-24;2019-11-24;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürste baby;3;1;33,3333%;€ 0,53;€ 0,53;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-17;2019-11-17;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürste extra weich;1;1;100,0000%;€ 0,47;€ 0,47;€ 6,71;7,0045%;14,28;1;1;100,0000%;1;0;€ 6,71;€ 0,00
2019-11-22;2019-12-11;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürste hart;28;3;10,7143%;€ 0,52;€ 1,56;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-01;2019-12-01;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürste his and hers;1;1;100,0000%;€ 0,67;€ 0,67;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-12-08;2019-12-08;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürste hydrophil;3;1;33,3333%;€ 0,64;€ 0,64;€ 7,14;8,9636%;11,16;1;1;100,0000%;1;0;€ 7,14;€ 0,00
2019-11-22;2019-11-22;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürste mittel;1;1;100,0000%;€ 0,57;€ 0,57;€ 5,87;9,7104%;10,30;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-11-14;2019-11-14;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürsten 5 pack;9;1;11,1111%;€ 0,71;€ 0,71;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-11;2019-11-11;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürsten abbaubare börste;1;1;100,0000%;€ 0,67;€ 0,67;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-29;2019-11-29;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürsten baby;1;1;100,0000%;€ 0,63;€ 0,63;€ 5,87;10,7325%;9,32;1;1;100,0000%;1;0;€ 5,87;€ 0,00
2019-12-03;2019-12-03;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürsten bürstenhalter;1;1;100,0000%;€ 0,58;€ 0,58;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-23;2019-12-02;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürsten hart;25;4;16,0000%;€ 0,66;€ 2,62;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-15;2019-11-15;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürsten harte borsten;4;1;25,0000%;€ 0,62;€ 0,62;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
2019-11-27;2019-11-27;Not grouped;EUR;Lazy Zola Manual;Broad;bambus zahnbürsten;PHRASE;bambus zahnbürsten medium;1;1;100,0000%;€ 0,52;€ 0,52;€ 0,00;;0,00;0;0;0,0000%;0;0;€ 0,00;€ 0,00
